subject,subjectId,subjectType,agentMode,runId,evalRunId,status,totalScore,outcomeScore,routingScore,executionScore,orchestrationScore,efficiencyScore,successRate,avgDurationMs,tokenUsage,failedCases,runtimeSuccessCases,runtimeFailedCases,scoredCases,scorableNonSuccessCases,unscorableFailedCases,selectedCases,completedCases,incompleteCases,qualityExpected,qualityScored,qualityUnavailable,qualityMissing,qualityNotApplicable,derivedExpected,derivedAvailable,derivedMissing,scoreConfidence,leaderboardEligible
Energent Swarm,energent-swarm,energent_swarm,multi_agent,final-batch,"merged:rejudged-final-batch-1-2026-06-30,rejudged-final-batch-1-2026-06-30,ER_5A5C9EBB10EA46C1BC5697023784947E,rejudged-final-batch-1-2026-06-30,rejudged-final-batch-1-2026-06-30,rejudged-final-batch-1-2026-06-30,rejudged-final-batch-1-2026-06-30,rejudged-final-batch-1-2026-06-30,rejudged-final-batch-1-2026-06-30,rejudged-final-batch-1-2026-06-30,rejudged-final-batch-1-2026-06-30,rejudged-final-batch-1-2026-06-30,rejudged-final-batch-1-2026-06-30,ER_6FB53B62349F445AAB006F13DC549E8F,ER_93E18B9C6C3C46E8A47DFBB83D7ADC94,rejudged-final-batch-1-2026-06-30,ER_EBCDCA9546DD44B88D331633B0F553F9,ER_D6297FCC8FBD4B00B791CE50F38ECD37,rejudged-final-batch-1-2026-06-30,rejudged-final-batch-1-2026-06-30,rejudged-final-batch-1-2026-06-30,rejudged-final-batch-1-2026-06-30,rejudged-final-batch-1-2026-06-30,rejudged-final-batch-1-2026-06-30,rejudged-final-batch-1-2026-06-30,rejudged-final-batch-1-2026-06-30,rejudged-final-batch-1-2026-06-30,rejudged-final-batch-1-2026-06-30,ER_209121B1B8F84862A342AF7C94E26678,rejudged-final-batch-1-2026-06-30,rejudged-final-batch-1-2026-06-30,rejudged-final-batch-1-2026-06-30,rejudged-final-batch-1-2026-06-30,rejudged-final-batch-1-2026-06-30,rejudged-final-batch-1-2026-06-30,ER_D087F7311BF04A2C9F16487E38F15977,ER_D2922136BE024015A26D5EA813D8A7FD,rejudged-final-batch-1-2026-06-30,rejudged-final-batch-1-2026-06-30,ER_5767FD0F30AF4760BB8673FDD93D84D6,rejudged-final-batch-1-2026-06-30,ER_6270AD40C08647A6B8DAB207E9FEB959,rejudged-final-batch-1-2026-06-30",COMPLETED,68.6605,76.0465,0.0,66.9572,68.1395,16.6219,0.7674,640700.0,75099524.0,10,33,10,43,10,0,43,33,0,215,201,14,0,0,86,58,28,limited,True
