subject,subjectId,subjectType,agentMode,runId,evalRunId,status,totalScore,outcomeScore,routingScore,executionScore,orchestrationScore,efficiencyScore,successRate,avgDurationMs,tokenUsage,failedCases,selectedCases,completedCases,incompleteCases,qualityExpected,qualityScored,qualityUnavailable,qualityMissing,qualityNotApplicable,derivedExpected,derivedAvailable,derivedMissing,scoreConfidence,leaderboardEligible
OpenClaw OSS Agent,openclaw-oss-agent,openclaw_oss_agent,single_agent,openclaw-oss-agent-power-trade-standard-v1-final-batch-3,,COMPLETED,41.6917,38.9581,0.0,35.2558,0.0,57.3253,1.0,82559.7,0.0,0,43,43,0,215,129,0,0,86,86,43,43,full,True
