subject,subjectId,subjectType,agentMode,runId,evalRunId,status,totalScore,outcomeScore,routingScore,executionScore,orchestrationScore,efficiencyScore,successRate,avgDurationMs,tokenUsage,failedCases,selectedCases,completedCases,incompleteCases,qualityExpected,qualityScored,qualityUnavailable,qualityMissing,qualityNotApplicable,derivedExpected,derivedAvailable,derivedMissing,scoreConfidence,leaderboardEligible
OpenClaw OSS Agent,openclaw-oss-agent,openclaw_oss_agent,single_agent,openclaw-oss-agent-power-trade-standard-v1-final-batch-2,,COMPLETED,43.0632,40.8186,0.0,36.1163,0.0,57.0267,1.0,84563.88,0.0,0,43,43,0,215,129,0,0,86,86,43,43,full,True
