subject,subjectId,subjectType,agentMode,runId,evalRunId,status,totalScore,outcomeScore,routingScore,executionScore,orchestrationScore,efficiencyScore,successRate,avgDurationMs,tokenUsage,failedCases,selectedCases,completedCases,incompleteCases,qualityExpected,qualityScored,qualityUnavailable,qualityMissing,qualityNotApplicable,derivedExpected,derivedAvailable,derivedMissing,scoreConfidence,leaderboardEligible
CrewAI Agent,crewai-agent,crewai_agent,single_agent,crewai-agent-power-trade-standard-v1-final-final-batch-2,,COMPLETED,54.0777,46.1689,0.0,45.0,0.0,97.2336,1.0,89500.16,46376.0,0,43,43,0,215,129,0,0,86,86,86,0,full,True
