subject,subjectId,subjectType,agentMode,runId,evalRunId,status,totalScore,outcomeScore,routingScore,executionScore,orchestrationScore,efficiencyScore,successRate,avgDurationMs,tokenUsage,failedCases,selectedCases,completedCases,incompleteCases,qualityExpected,qualityScored,qualityUnavailable,qualityMissing,qualityNotApplicable,derivedExpected,derivedAvailable,derivedMissing,scoreConfidence,leaderboardEligible
OpenManus Agent,openmanus-agent,openmanus_agent,single_agent,openmanus-agent-power-trade-standard-v1-final-final-batch-2,,COMPLETED,34.4889,24.3972,0.0,23.5565,0.0,85.7027,1.0,213566.98,150179.0,0,43,43,0,215,129,0,0,86,86,86,0,full,True
