subject,subjectId,subjectType,agentMode,runId,evalRunId,status,totalScore,outcomeScore,routingScore,executionScore,orchestrationScore,efficiencyScore,successRate,avgDurationMs,tokenUsage,failedCases,selectedCases,completedCases,incompleteCases,qualityExpected,qualityScored,qualityUnavailable,qualityMissing,qualityNotApplicable,derivedExpected,derivedAvailable,derivedMissing,scoreConfidence,leaderboardEligible
Hermes Agent,hermes-agent,hermes_agent,single_agent,hermes-agent-power-trade-standard-v1-final-final-batch-1,,INCOMPLETE,40.909,36.746,0.0,24.4393,0.0,75.4964,0.9767,157850.4,964032.0,1,43,42,0,210,126,0,0,84,84,84,0,full,False
