model_name,gmean_relative_error,avg_rank,avg_acc
EnergyTS_V2.0,0.8123126012431614,3.066666666666667,0.407042778180517
chronos-bolt-base,0.8427538554342486,2.7333333333333334,0.40268683541171557
sundial_base_128m,0.8574850777363765,3.1333333333333333,0.40253246227900186
timesfm2_xreg_early,0.882561659252944,3.6666666666666665,0.40044826865196226
tirex,0.8801007891437215,3.8666666666666667,0.3997124910354614
toto_151m,0.9755702346056582,6.2,0.3912591576576233
moirai_1.1_R_large,1.0567564085249495,6.866666666666666,0.3891845564091476
dummy_model,1.0,6.466666666666667,0.38284107565062353
