model_name,gmean_relative_error,avg_rank,avg_acc
EnergyTS_V2.0,0.7120481324653654,1.0,0.7797089671129427
timesfm2_xreg_early,0.8495435987181882,3.533333333333333,0.7546911795934041
chronos-bolt-base,0.8132532066049476,2.6666666666666665,0.7520916204403096
sundial_base_128m,0.877343050110057,5.066666666666666,0.739145561059316
tirex,0.8347087507269411,3.6,0.7279314001401266
toto_151m,0.9001681402196993,5.8,0.7025743961334229
moirai_1.1_R_large,1.005690234094779,7.4,0.6970442555104871
dummy_model,1.0,6.933333333333334,0.6822355514831315
