agentMode,aggregateMethod,aggregateRunId,avgDurationMs,completedCases,efficiencyScore,efficiencyScoreMax,efficiencyScoreMean,efficiencyScoreMin,executionScore,executionScoreMax,executionScoreMean,executionScoreMin,failedCases,incompleteCases,ineligibleReplicates,leaderboardEligible,orchestrationScore,orchestrationScoreMax,orchestrationScoreMean,orchestrationScoreMin,outcomeScore,outcomeScoreMax,outcomeScoreMean,outcomeScoreMin,runCount,runId,scoreConfidence,scoreInterval,selectedCases,status,subject,subjectId,subjectType,successRate,tokenUsage,totalScore,totalScoreMax,totalScoreMean,totalScoreMin,totalScoreStdDev,traceEvidenceRequired
single_agent,mean_of_replicates,openmanus-agent-power-trade-standard-v1-final,190188.7767,129.0,87.7757,89.6377,87.7757,85.7027,24.3446,25.5021,24.3446,23.5565,0.0,0.0,[],True,0.0,0.0,0.0,0.0,24.131,24.6614,24.131,23.3344,3,openmanus-agent-power-trade-standard-v1-final,full,"[34.4889, 35.2167]",129.0,COMPLETED,OpenManus Agent,openmanus-agent,openmanus_agent,1.0,147192.3333,34.8078,35.2167,34.8078,34.4889,0.3721,True
