model_name,dataset_name,dataset_path,dataset_config,horizon,cutoff,lead_time,min_context_length,max_context_length,seasonality,eval_metric,extra_metrics,quantile_levels,id_column,timestamp_column,target_column,generate_univariate_targets_from,past_dynamic_columns,excluded_columns,test_error,training_time_s,inference_time_s,dataset_fingerprint,trained_on_this_dataset,fev_version,MAE,MAPE,RMSE,SOLAR_ACC
EnergyTS_V3.0,solar,/mnt/EnergyEVA/solar/csg_forecast_competition.parquet,,96,-480,1,96,512,1,SOLAR_ACC,"['MAE', 'RMSE', 'MAPE']",,item_id,datetime,avg_power,,[],[],0.8264930248260498,,,7a061b2294e79304,False,0.5.0,0.0345556624233722,0.3690000474452972,0.0954791605472564,0.8264930248260498
EnergyTS_V3.0,solar,/mnt/EnergyEVA/solar/csg_forecast_competition.parquet,,96,-384,1,96,512,1,SOLAR_ACC,"['MAE', 'RMSE', 'MAPE']",,item_id,datetime,avg_power,,[],[],0.8310812711715698,,,7a061b2294e79304,False,0.5.0,0.0343136936426162,0.3211521506309509,0.0924747809767723,0.8310812711715698
EnergyTS_V3.0,solar,/mnt/EnergyEVA/solar/csg_forecast_competition.parquet,,96,-288,1,96,512,1,SOLAR_ACC,"['MAE', 'RMSE', 'MAPE']",,item_id,datetime,avg_power,,[],[],0.8551950454711914,,,7a061b2294e79304,False,0.5.0,0.0293554924428462,0.2931472659111023,0.0800591856241226,0.8551950454711914
EnergyTS_V3.0,solar,/mnt/EnergyEVA/solar/csg_forecast_competition.parquet,,96,-192,1,96,512,1,SOLAR_ACC,"['MAE', 'RMSE', 'MAPE']",,item_id,datetime,avg_power,,[],[],0.8246227502822876,,,7a061b2294e79304,False,0.5.0,0.0320178195834159,0.3787891864776611,0.0857806876301765,0.8246227502822876
EnergyTS_V3.0,solar,/mnt/EnergyEVA/solar/csg_forecast_competition.parquet,,96,-96,1,96,512,1,SOLAR_ACC,"['MAE', 'RMSE', 'MAPE']",,item_id,datetime,avg_power,,[],[],0.8424046635627747,,,7a061b2294e79304,False,0.5.0,0.0303024407476186,0.3033439218997955,0.0852935761213302,0.8424046635627747
EnergyTS_V3.0,solar,/mnt/EnergyEVA/solar/csg_forecast_competition.parquet,,96,-480,1,96,1024,1,SOLAR_ACC,"['MAE', 'RMSE', 'MAPE']",,item_id,datetime,avg_power,,[],[],0.8366187214851379,,,7a061b2294e79304,False,0.5.0,0.0334776602685451,0.3445999920368194,0.0932611748576164,0.8366187214851379
EnergyTS_V3.0,solar,/mnt/EnergyEVA/solar/csg_forecast_competition.parquet,,96,-384,1,96,1024,1,SOLAR_ACC,"['MAE', 'RMSE', 'MAPE']",,item_id,datetime,avg_power,,[],[],0.8486592769622803,,,7a061b2294e79304,False,0.5.0,0.0319979079067707,0.2828462421894073,0.0847029536962509,0.8486592769622803
EnergyTS_V3.0,solar,/mnt/EnergyEVA/solar/csg_forecast_competition.parquet,,96,-288,1,96,1024,1,SOLAR_ACC,"['MAE', 'RMSE', 'MAPE']",,item_id,datetime,avg_power,,[],[],0.8747894167900085,,,7a061b2294e79304,False,0.5.0,0.0287135522812604,0.2451420724391937,0.0783921033143997,0.8747894167900085
EnergyTS_V3.0,solar,/mnt/EnergyEVA/solar/csg_forecast_competition.parquet,,96,-192,1,96,1024,1,SOLAR_ACC,"['MAE', 'RMSE', 'MAPE']",,item_id,datetime,avg_power,,[],[],0.8511697053909302,,,7a061b2294e79304,False,0.5.0,0.0290929544717073,0.3005612790584564,0.0747289434075355,0.8511697053909302
EnergyTS_V3.0,solar,/mnt/EnergyEVA/solar/csg_forecast_competition.parquet,,96,-96,1,96,1024,1,SOLAR_ACC,"['MAE', 'RMSE', 'MAPE']",,item_id,datetime,avg_power,,[],[],0.8531188368797302,,,7a061b2294e79304,False,0.5.0,0.0319687575101852,0.2582443356513977,0.0856762677431106,0.8531188368797302
