agentMode,avgDurationMs,completedCases,derivedAvailable,derivedExpected,derivedMissing,efficiencyScore,evalRunId,executionScore,failedCases,incompleteCases,leaderboardEligible,orchestrationScore,outcomeScore,qualityExpected,qualityMissing,qualityNotApplicable,qualityScored,qualityUnavailable,routingScore,runId,runtimeSuccessCases,runtimeFailedCases,scoredCases,scorableNonSuccessCases,scoreConfidence,selectedCases,status,subject,subjectId,subjectType,successRate,tokenUsage,totalScore,unscorableFailedCases
multi_agent,640700.0,33,58,86,28,16.6219,"merged:rejudged-final-batch-1-2026-06-30,rejudged-final-batch-1-2026-06-30,ER_5A5C9EBB10EA46C1BC5697023784947E,rejudged-final-batch-1-2026-06-30,rejudged-final-batch-1-2026-06-30,rejudged-final-batch-1-2026-06-30,rejudged-final-batch-1-2026-06-30,rejudged-final-batch-1-2026-06-30,rejudged-final-batch-1-2026-06-30,rejudged-final-batch-1-2026-06-30,rejudged-final-batch-1-2026-06-30,rejudged-final-batch-1-2026-06-30,rejudged-final-batch-1-2026-06-30,ER_6FB53B62349F445AAB006F13DC549E8F,ER_93E18B9C6C3C46E8A47DFBB83D7ADC94,rejudged-final-batch-1-2026-06-30,ER_EBCDCA9546DD44B88D331633B0F553F9,ER_D6297FCC8FBD4B00B791CE50F38ECD37,rejudged-final-batch-1-2026-06-30,rejudged-final-batch-1-2026-06-30,rejudged-final-batch-1-2026-06-30,rejudged-final-batch-1-2026-06-30,rejudged-final-batch-1-2026-06-30,rejudged-final-batch-1-2026-06-30,rejudged-final-batch-1-2026-06-30,rejudged-final-batch-1-2026-06-30,rejudged-final-batch-1-2026-06-30,rejudged-final-batch-1-2026-06-30,ER_209121B1B8F84862A342AF7C94E26678,rejudged-final-batch-1-2026-06-30,rejudged-final-batch-1-2026-06-30,rejudged-final-batch-1-2026-06-30,rejudged-final-batch-1-2026-06-30,rejudged-final-batch-1-2026-06-30,rejudged-final-batch-1-2026-06-30,ER_D087F7311BF04A2C9F16487E38F15977,ER_D2922136BE024015A26D5EA813D8A7FD,rejudged-final-batch-1-2026-06-30,rejudged-final-batch-1-2026-06-30,ER_5767FD0F30AF4760BB8673FDD93D84D6,rejudged-final-batch-1-2026-06-30,ER_6270AD40C08647A6B8DAB207E9FEB959,rejudged-final-batch-1-2026-06-30",66.9572,10,0,True,68.1395,76.0465,215,0,0,201,14,0.0,final-batch,33,10,43,10,limited,43,COMPLETED,Energent Swarm,energent-swarm,energent_swarm,0.7674,75099524.0,68.6605,0
